Company,Type,Plan,Age,Rate
State Farm Mutual Automobile Insurance Company,NA,L,88,NA
State Farm Mutual Automobile Insurance Company,NA,L,89,NA
State Farm Mutual Automobile Insurance Company,NA,L,90,NA
State Farm Mutual Automobile Insurance Company,NA,L,91,NA
State Farm Mutual Automobile Insurance Company,NA,L,92,NA
State Farm Mutual Automobile Insurance Company,NA,L,93,NA
State Farm Mutual Automobile Insurance Company,NA,L,94,NA
State Farm Mutual Automobile Insurance Company,NA,L,95,NA
State Farm Mutual Automobile Insurance Company,NA,L,96,NA
State Farm Mutual Automobile Insurance Company,NA,L,97,NA
State Farm Mutual Automobile Insurance Company,NA,L,98,NA
State Farm Mutual Automobile Insurance Company,NA,L,99+,NA
State Farm Mutual Automobile Insurance Company,NA,M,> 65,NA
State Farm Mutual Automobile Insurance Company,NA,M,65,NA
State Farm Mutual Automobile Insurance Company,NA,M,66,NA
State Farm Mutual Automobile Insurance Company,NA,M,67,NA
State Farm Mutual Automobile Insurance Company,NA,M,68,NA
State Farm Mutual Automobile Insurance Company,NA,M,69,NA
State Farm Mutual Automobile Insurance Company,NA,M,70,NA
State Farm Mutual Automobile Insurance Company,NA,M,71,NA
State Farm Mutual Automobile Insurance Company,NA,M,72,NA
State Farm Mutual Automobile Insurance Company,NA,M,73,NA
State Farm Mutual Automobile Insurance Company,NA,M,74,NA
State Farm Mutual Automobile Insurance Company,NA,M,75,NA
State Farm Mutual Automobile Insurance Company,NA,M,76,NA
State Farm Mutual Automobile Insurance Company,NA,M,77,NA
State Farm Mutual Automobile Insurance Company,NA,M,78,NA
State Farm Mutual Automobile Insurance Company,NA,M,79,NA
State Farm Mutual Automobile Insurance Company,NA,M,80,NA
State Farm Mutual Automobile Insurance Company,NA,M,81,NA
State Farm Mutual Automobile Insurance Company,NA,M,82,NA
State Farm Mutual Automobile Insurance Company,NA,M,83,NA
State Farm Mutual Automobile Insurance Company,NA,M,84,NA
State Farm Mutual Automobile Insurance Company,NA,M,85,NA
State Farm Mutual Automobile Insurance Company,NA,M,86,NA
State Farm Mutual Automobile Insurance Company,NA,M,87,NA
State Farm Mutual Automobile Insurance Company,NA,M,88,NA
State Farm Mutual Automobile Insurance Company,NA,M,89,NA
State Farm Mutual Automobile Insurance Company,NA,M,90,NA
State Farm Mutual Automobile Insurance Company,NA,M,91,NA
State Farm Mutual Automobile Insurance Company,NA,M,92,NA
State Farm Mutual Automobile Insurance Company,NA,M,93,NA
State Farm Mutual Automobile Insurance Company,NA,M,94,NA
State Farm Mutual Automobile Insurance Company,NA,M,95,NA
State Farm Mutual Automobile Insurance Company,NA,M,96,NA
State Farm Mutual Automobile Insurance Company,NA,M,97,NA
State Farm Mutual Automobile Insurance Company,NA,M,98,NA
State Farm Mutual Automobile Insurance Company,NA,M,99+,NA
State Farm Mutual Automobile Insurance Company,AA,N,> 65,4044
State Farm Mutual Automobile Insurance Company,AA,N,65,1076
State Farm Mutual Automobile Insurance Company,AA,N,66,1133
State Farm Mutual Automobile Insurance Company,AA,N,67,1192
State Farm Mutual Automobile Insurance Company,AA,N,68,1249
State Farm Mutual Automobile Insurance Company,AA,N,69,1306
State Farm Mutual Automobile Insurance Company,AA,N,70,1362
State Farm Mutual Automobile Insurance Company,AA,N,71,1418
State Farm Mutual Automobile Insurance Company,AA,N,72,1471
State Farm Mutual Automobile Insurance Company,AA,N,73,1525
State Farm Mutual Automobile Insurance Company,AA,N,74,1579
State Farm Mutual Automobile Insurance Company,AA,N,75,1632
State Farm Mutual Automobile Insurance Company,AA,N,76,1683
State Farm Mutual Automobile Insurance Company,AA,N,77,1734
State Farm Mutual Automobile Insurance Company,AA,N,78,1784
State Farm Mutual Automobile Insurance Company,AA,N,79,1833
State Farm Mutual Automobile Insurance Company,AA,N,80,1884
State Farm Mutual Automobile Insurance Company,AA,N,81,1931
State Farm Mutual Automobile Insurance Company,AA,N,82,1978
State Farm Mutual Automobile Insurance Company,AA,N,83,2025
State Farm Mutual Automobile Insurance Company,AA,N,84,2072
State Farm Mutual Automobile Insurance Company,AA,N,85,2117
State Farm Mutual Automobile Insurance Company,AA,N,86,2162
State Farm Mutual Automobile Insurance Company,AA,N,87,2207
State Farm Mutual Automobile Insurance Company,AA,N,88,2250
State Farm Mutual Automobile Insurance Company,AA,N,89,2292
State Farm Mutual Automobile Insurance Company,AA,N,90,2335
State Farm Mutual Automobile Insurance Company,AA,N,91,2376
State Farm Mutual Automobile Insurance Company,AA,N,92,2417
State Farm Mutual Automobile Insurance Company,AA,N,93,2456
State Farm Mutual Automobile Insurance Company,AA,N,94,2496
State Farm Mutual Automobile Insurance Company,AA,N,95,2534
State Farm Mutual Automobile Insurance Company,AA,N,96,2534
State Farm Mutual Automobile Insurance Company,AA,N,97,2534
State Farm Mutual Automobile Insurance Company,AA,N,98,2534
State Farm Mutual Automobile Insurance Company,AA,N,99+,2534
The Order of United Commercial Travelers of America (UCT),AA,A,> 65,5905.832
The Order of United Commercial Travelers of America (UCT),AA,A,65,1968.608
The Order of United Commercial Travelers of America (UCT),AA,A,66,2071.024
The Order of United Commercial Travelers of America (UCT),AA,A,67,2175.704
The Order of United Commercial Travelers of America (UCT),AA,A,68,2266.744
The Order of United Commercial Travelers of America (UCT),AA,A,69,2369.152
The Order of United Commercial Travelers of America (UCT),AA,A,70,2462.472
The Order of United Commercial Travelers of America (UCT),AA,A,71,2558.056
The Order of United Commercial Travelers of America (UCT),AA,A,72,2646.8
The Order of United Commercial Travelers of America (UCT),AA,A,73,2731.024
The Order of United Commercial Travelers of America (UCT),AA,A,74,2808.416
The Order of United Commercial Travelers of America (UCT),AA,A,75,2878.968
The Order of United Commercial Travelers of America (UCT),AA,A,76,2944.968
The Order of United Commercial Travelers of America (UCT),AA,A,77,3006.376
The Order of United Commercial Travelers of America (UCT),AA,A,78,3065.552
The Order of United Commercial Travelers of America (UCT),AA,A,79,3122.472
The Order of United Commercial Travelers of America (UCT),AA,A,80,3170.264
The Order of United Commercial Travelers of America (UCT),AA,A,81,3215.776
The Order of United Commercial Travelers of America (UCT),AA,A,82,3259.016
The Order of United Commercial Travelers of America (UCT),AA,A,83,3299.992
The Order of United Commercial Travelers of America (UCT),AA,A,84,3343.24
The Order of United Commercial Travelers of America (UCT),AA,A,85,3379.648
The Order of United Commercial Travelers of America (UCT),AA,A,86,3418.352
The Order of United Commercial Travelers of America (UCT),AA,A,87,3454.744
The Order of United Commercial Travelers of America (UCT),AA,A,88,3488.872
The Order of United Commercial Travelers of America (UCT),AA,A,89,3520.744
The Order of United Commercial Travelers of America (UCT),AA,A,90,3552.584
The Order of United Commercial Travelers of America (UCT),AA,A,91,3582.216
The Order of United Commercial Travelers of America (UCT),AA,A,92,3609.528
The Order of United Commercial Travelers of America (UCT),AA,A,93,3634.552
The Order of United Commercial Travelers of America (UCT),AA,A,94,3659.576
The Order of United Commercial Travelers of America (UCT),AA,A,95,3680.056
The Order of United Commercial Travelers of America (UCT),AA,A,96,3702.832
The Order of United Commercial Travelers of America (UCT),AA,A,97,3725.584
The Order of United Commercial Travelers of America (UCT),AA,A,98,3748.336
The Order of United Commercial Travelers of America (UCT),AA,A,99+,3768.816
The Order of United Commercial Travelers of America (UCT),AA,B,> 65,7646.872
The Order of United Commercial Travelers of America (UCT),AA,B,65,2548.944
The Order of United Commercial Travelers of America (UCT),AA,B,66,2680.952
The Order of United Commercial Travelers of America (UCT),AA,B,67,2815.24
The Order of United Commercial Travelers of America (UCT),AA,B,68,2933.584
The Order of United Commercial Travelers of America (UCT),AA,B,69,3065.552
The Order of United Commercial Travelers of America (UCT),AA,B,70,3186.208
The Order of United Commercial Travelers of America (UCT),AA,B,71,3309.072
The Order of United Commercial Travelers of America (UCT),AA,B,72,3422.888
The Order of United Commercial Travelers of America (UCT),AA,B,73,3532.12
The Order of United Commercial Travelers of America (UCT),AA,B,74,3634.552
The Order of United Commercial Travelers of America (UCT),AA,B,75,3725.584
The Order of United Commercial Travelers of America (UCT),AA,B,76,3809.776
The Order of United Commercial Travelers of America (UCT),AA,B,77,3894
The Order of United Commercial Travelers of America (UCT),AA,B,78,3969.072
The Order of United Commercial Travelers of America (UCT),AA,B,79,4037.368
The Order of United Commercial Travelers of America (UCT),AA,B,80,4103.368
The Order of United Commercial Travelers of America (UCT),AA,B,81,4162.56
The Order of United Commercial Travelers of America (UCT),AA,B,82,4219.448
The Order of United Commercial Travelers of America (UCT),AA,B,83,4274.064
The Order of United Commercial Travelers of America (UCT),AA,B,84,4326.432
The Order of United Commercial Travelers of America (UCT),AA,B,85,4376.488
The Order of United Commercial Travelers of America (UCT),AA,B,86,4424.272
The Order of United Commercial Travelers of America (UCT),AA,B,87,4474.328
The Order of United Commercial Travelers of America (UCT),AA,B,88,4513.016
The Order of United Commercial Travelers of America (UCT),AA,B,89,4558.52
The Order of United Commercial Travelers of America (UCT),AA,B,90,4597.224
The Order of United Commercial Travelers of America (UCT),AA,B,91,4638.2
The Order of United Commercial Travelers of America (UCT),AA,B,92,4672.344
The Order of United Commercial Travelers of America (UCT),AA,B,93,4704.192
The Order of United Commercial Travelers of America (UCT),AA,B,94,4736.072
The Order of United Commercial Travelers of America (UCT),AA,B,95,4763.36
The Order of United Commercial Travelers of America (UCT),AA,B,96,4790.688
The Order of United Commercial Travelers of America (UCT),AA,B,97,4820.28
The Order of United Commercial Travelers of America (UCT),AA,B,98,4849.848
The Order of United Commercial Travelers of America (UCT),AA,B,99+,4874.872
The Order of United Commercial Travelers of America (UCT),AA,C,> 65,8547.944
The Order of United Commercial Travelers of America (UCT),AA,C,65,2849.304
The Order of United Commercial Travelers of America (UCT),AA,C,66,2988.424
The Order of United Commercial Travelers of America (UCT),AA,C,67,3136.792
The Order of United Commercial Travelers of America (UCT),AA,C,68,3285.168
The Order of United Commercial Travelers of America (UCT),AA,C,69,3426.592
The Order of United Commercial Travelers of America (UCT),AA,C,70,3549.448
The Order of United Commercial Travelers of America (UCT),AA,C,71,3672.352
The Order of United Commercial Travelers of America (UCT),AA,C,72,3788.256
The Order of United Commercial Travelers of America (UCT),AA,C,73,3890.264
The Order of United Commercial Travelers of America (UCT),AA,C,74,3992.296
The Order of United Commercial Travelers of America (UCT),AA,C,75,4082.72
The Order of United Commercial Travelers of America (UCT),AA,C,76,4159.208
The Order of United Commercial Travelers of America (UCT),AA,C,77,4231.072
The Order of United Commercial Travelers of America (UCT),AA,C,78,4296
The Order of United Commercial Travelers of America (UCT),AA,C,79,4356.288
The Order of United Commercial Travelers of America (UCT),AA,C,80,4414.248
The Order of United Commercial Travelers of America (UCT),AA,C,81,4469.896
The Order of United Commercial Travelers of America (UCT),AA,C,82,4527.856
The Order of United Commercial Travelers of America (UCT),AA,C,83,4583.488
The Order of United Commercial Travelers of America (UCT),AA,C,84,4634.496
The Order of United Commercial Travelers of America (UCT),AA,C,85,4685.496
The Order of United Commercial Travelers of America (UCT),AA,C,86,4734.208
The Order of United Commercial Travelers of America (UCT),AA,C,87,4782.848
The Order of United Commercial Travelers of America (UCT),AA,C,88,4824.608
The Order of United Commercial Travelers of America (UCT),AA,C,89,4864.008
The Order of United Commercial Travelers of America (UCT),AA,C,90,4905.776
The Order of United Commercial Travelers of America (UCT),AA,C,91,4942.856
The Order of United Commercial Travelers of America (UCT),AA,C,92,4975.296
The Order of United Commercial Travelers of America (UCT),AA,C,93,5007.776
The Order of United Commercial Travelers of America (UCT),AA,C,94,5035.56
The Order of United Commercial Travelers of America (UCT),AA,C,95,5063.392
The Order of United Commercial Travelers of America (UCT),AA,C,96,5086.576
The Order of United Commercial Travelers of America (UCT),AA,C,97,5114.416
The Order of United Commercial Travelers of America (UCT),AA,C,98,5142.24
The Order of United Commercial Travelers of America (UCT),AA,C,99+,5165.416
The Order of United Commercial Travelers of America (UCT),AA,D,> 65,7448.848
The Order of United Commercial Travelers of America (UCT),AA,D,65,2482.944
The Order of United Commercial Travelers of America (UCT),AA,D,66,2608.12
The Order of United Commercial Travelers of America (UCT),AA,D,67,2737.84
The Order of United Commercial Travelers of America (UCT),AA,D,68,2853.928
The Order of United Commercial Travelers of America (UCT),AA,D,69,2983.64
The Order of United Commercial Travelers of America (UCT),AA,D,70,3101.984
The Order of United Commercial Travelers of America (UCT),AA,D,71,3220.32
The Order of United Commercial Travelers of America (UCT),AA,D,72,3334.112
The Order of United Commercial Travelers of America (UCT),AA,D,73,3438.816
The Order of United Commercial Travelers of America (UCT),AA,D,74,3536.688
The Order of United Commercial Travelers of America (UCT),AA,D,75,3625.432
The Order of United Commercial Travelers of America (UCT),AA,D,76,3707.36
The Order of United Commercial Travelers of America (UCT),AA,D,77,3787.016
The Order of United Commercial Travelers of America (UCT),AA,D,78,3862.128
The Order of United Commercial Travelers of America (UCT),AA,D,79,3928.12
The Order of United Commercial Travelers of America (UCT),AA,D,80,3991.856
The Order of United Commercial Travelers of America (UCT),AA,D,81,4048.76
The Order of United Commercial Travelers of America (UCT),AA,D,82,4105.624
The Order of United Commercial Travelers of America (UCT),AA,D,83,4160.272
The Order of United Commercial Travelers of America (UCT),AA,D,84,4210.312
The Order of United Commercial Travelers of America (UCT),AA,D,85,4258.128
The Order of United Commercial Travelers of America (UCT),AA,D,86,4308.192
The Order of United Commercial Travelers of America (UCT),AA,D,87,4353.72
The Order of United Commercial Travelers of America (UCT),AA,D,88,4396.96
The Order of United Commercial Travelers of America (UCT),AA,D,89,4435.656
The Order of United Commercial Travelers of America (UCT),AA,D,90,4476.6
The Order of United Commercial Travelers of America (UCT),AA,D,91,4513.016
The Order of United Commercial Travelers of America (UCT),AA,D,92,4547.176
The Order of United Commercial Travelers of America (UCT),AA,D,93,4581.296
The Order of United Commercial Travelers of America (UCT),AA,D,94,4613.152
The Order of United Commercial Travelers of America (UCT),AA,D,95,4638.2
The Order of United Commercial Travelers of America (UCT),AA,D,96,4665.52
The Order of United Commercial Travelers of America (UCT),AA,D,97,4690.568
The Order of United Commercial Travelers of America (UCT),AA,D,98,4720.144
The Order of United Commercial Travelers of America (UCT),AA,D,99+,4745.192
The Order of United Commercial Travelers of America (UCT),AA,F,> 65,9122.64
The Order of United Commercial Travelers of America (UCT),AA,F,65,3040.872
The Order of United Commercial Travelers of America (UCT),AA,F,66,3168.168
The Order of United Commercial Travelers of America (UCT),AA,F,67,3300.264
The Order of United Commercial Travelers of America (UCT),AA,F,68,3439.592
The Order of United Commercial Travelers of America (UCT),AA,F,69,3574.072
The Order of United Commercial Travelers of America (UCT),AA,F,70,3703.792
The Order of United Commercial Travelers of America (UCT),AA,F,71,3831.112
The Order of United Commercial Travelers of America (UCT),AA,F,72,3951.192
The Order of United Commercial Travelers of America (UCT),AA,F,73,4059.288
The Order of United Commercial Travelers of America (UCT),AA,F,74,4164.992
The Order of United Commercial Travelers of America (UCT),AA,F,75,4258.656
The Order of United Commercial Travelers of America (UCT),AA,F,76,4337.92
The Order of United Commercial Travelers of America (UCT),AA,F,77,4414.792
The Order of United Commercial Travelers of America (UCT),AA,F,78,4484.448
The Order of United Commercial Travelers of America (UCT),AA,F,79,4546.88
The Order of United Commercial Travelers of America (UCT),AA,F,80,4604.536
The Order of United Commercial Travelers of America (UCT),AA,F,81,4664.616
The Order of United Commercial Travelers of America (UCT),AA,F,82,4724.656
The Order of United Commercial Travelers of America (UCT),AA,F,83,4782.28
The Order of United Commercial Travelers of America (UCT),AA,F,84,4835.136
The Order of United Commercial Travelers of America (UCT),AA,F,85,4887.976
The Order of United Commercial Travelers of America (UCT),AA,F,86,4938.408
The Order of United Commercial Travelers of America (UCT),AA,F,87,4991.272
The Order of United Commercial Travelers of America (UCT),AA,F,88,5032.096
The Order of United Commercial Travelers of America (UCT),AA,F,89,5077.736
The Order of United Commercial Travelers of America (UCT),AA,F,90,5118.576
The Order of United Commercial Travelers of America (UCT),AA,F,91,5157
The Order of United Commercial Travelers of America (UCT),AA,F,92,5190.616
The Order of United Commercial Travelers of America (UCT),AA,F,93,5224.248
The Order of United Commercial Travelers of America (UCT),AA,F,94,5255.44
The Order of United Commercial Travelers of America (UCT),AA,F,95,5281.888
The Order of United Commercial Travelers of America (UCT),AA,F,96,5308.312
The Order of United Commercial Travelers of America (UCT),AA,F,97,5334.728
The Order of United Commercial Travelers of America (UCT),AA,F,98,5363.56
The Order of United Commercial Travelers of America (UCT),AA,F,99+,5389.984
The Order of United Commercial Travelers of America (UCT),NA,F HD,> 65,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,65,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,66,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,67,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,68,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,69,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,70,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,71,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,72,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,73,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,74,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,75,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,76,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,77,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,78,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,79,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,80,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,81,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,82,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,83,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,84,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,85,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,86,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,87,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,88,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,89,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,90,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,91,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,92,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,93,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,94,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,95,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,96,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,97,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,98,NA
The Order of United Commercial Travelers of America (UCT),NA,F HD,99+,NA
The Order of United Commercial Travelers of America (UCT),AA,G,> 65,7203.032
The Order of United Commercial Travelers of America (UCT),AA,G,65,2401.016
The Order of United Commercial Travelers of America (UCT),AA,G,66,2521.632
The Order of United Commercial Travelers of America (UCT),AA,G,67,2649.112
The Order of United Commercial Travelers of America (UCT),AA,G,68,2762.864
The Order of United Commercial Travelers of America (UCT),AA,G,69,2888.032
The Order of United Commercial Travelers of America (UCT),AA,G,70,3001.824
The Order of United Commercial Travelers of America (UCT),AA,G,71,3115.648
The Order of United Commercial Travelers of America (UCT),AA,G,72,3224.888
The Order of United Commercial Travelers of America (UCT),AA,G,73,3325.016
The Order of United Commercial Travelers of America (UCT),AA,G,74,3422.888
The Order of United Commercial Travelers of America (UCT),AA,G,75,3509.352
The Order of United Commercial Travelers of America (UCT),AA,G,76,3589.024
The Order of United Commercial Travelers of America (UCT),AA,G,77,3664.104
The Order of United Commercial Travelers of America (UCT),AA,G,78,3734.664
The Order of United Commercial Travelers of America (UCT),AA,G,79,3800.672
The Order of United Commercial Travelers of America (UCT),AA,G,80,3864.392
The Order of United Commercial Travelers of America (UCT),AA,G,81,3919.032
The Order of United Commercial Travelers of America (UCT),AA,G,82,3971.352
The Order of United Commercial Travelers of America (UCT),AA,G,83,4023.704
The Order of United Commercial Travelers of America (UCT),AA,G,84,4071.496
The Order of United Commercial Travelers of America (UCT),AA,G,85,4119.304
The Order of United Commercial Travelers of America (UCT),AA,G,86,4164.824
The Order of United Commercial Travelers of America (UCT),AA,G,87,4210.312
The Order of United Commercial Travelers of America (UCT),AA,G,88,4253.576
The Order of United Commercial Travelers of America (UCT),AA,G,89,4292.272
The Order of United Commercial Travelers of America (UCT),AA,G,90,4328.68
The Order of United Commercial Travelers of America (UCT),AA,G,91,4365.096
The Order of United Commercial Travelers of America (UCT),AA,G,92,4399.232
The Order of United Commercial Travelers of America (UCT),AA,G,93,4428.816
The Order of United Commercial Travelers of America (UCT),AA,G,94,4460.696
The Order of United Commercial Travelers of America (UCT),AA,G,95,4485.72
The Order of United Commercial Travelers of America (UCT),AA,G,96,4510.76
The Order of United Commercial Travelers of America (UCT),AA,G,97,4538.048
The Order of United Commercial Travelers of America (UCT),AA,G,98,4565.392
The Order of United Commercial Travelers of America (UCT),AA,G,99+,4590.424
The Order of United Commercial Travelers of America (UCT),NA,G HD,> 65,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,65,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,66,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,67,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,68,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,69,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,70,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,71,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,72,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,73,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,74,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,75,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,76,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,77,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,78,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,79,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,80,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,81,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,82,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,83,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,84,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,85,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,86,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,87,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,88,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,89,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,90,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,91,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,92,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,93,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,94,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,95,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,96,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,97,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,98,NA
The Order of United Commercial Travelers of America (UCT),NA,G HD,99+,NA
The Order of United Commercial Travelers of America (UCT),NA,K,> 65,NA
The Order of United Commercial Travelers of America (UCT),NA,K,65,NA
The Order of United Commercial Travelers of America (UCT),NA,K,66,NA
The Order of United Commercial Travelers of America (UCT),NA,K,67,NA
The Order of United Commercial Travelers of America (UCT),NA,K,68,NA
The Order of United Commercial Travelers of America (UCT),NA,K,69,NA
The Order of United Commercial Travelers of America (UCT),NA,K,70,NA
The Order of United Commercial Travelers of America (UCT),NA,K,71,NA
The Order of United Commercial Travelers of America (UCT),NA,K,72,NA
The Order of United Commercial Travelers of America (UCT),NA,K,73,NA
The Order of United Commercial Travelers of America (UCT),NA,K,74,NA
The Order of United Commercial Travelers of America (UCT),NA,K,75,NA
The Order of United Commercial Travelers of America (UCT),NA,K,76,NA
The Order of United Commercial Travelers of America (UCT),NA,K,77,NA
The Order of United Commercial Travelers of America (UCT),NA,K,78,NA
The Order of United Commercial Travelers of America (UCT),NA,K,79,NA
The Order of United Commercial Travelers of America (UCT),NA,K,80,NA
The Order of United Commercial Travelers of America (UCT),NA,K,81,NA
The Order of United Commercial Travelers of America (UCT),NA,K,82,NA
The Order of United Commercial Travelers of America (UCT),NA,K,83,NA
The Order of United Commercial Travelers of America (UCT),NA,K,84,NA
The Order of United Commercial Travelers of America (UCT),NA,K,85,NA
The Order of United Commercial Travelers of America (UCT),NA,K,86,NA
The Order of United Commercial Travelers of America (UCT),NA,K,87,NA
The Order of United Commercial Travelers of America (UCT),NA,K,88,NA
The Order of United Commercial Travelers of America (UCT),NA,K,89,NA
The Order of United Commercial Travelers of America (UCT),NA,K,90,NA
The Order of United Commercial Travelers of America (UCT),NA,K,91,NA
The Order of United Commercial Travelers of America (UCT),NA,K,92,NA
The Order of United Commercial Travelers of America (UCT),NA,K,93,NA
The Order of United Commercial Travelers of America (UCT),NA,K,94,NA
The Order of United Commercial Travelers of America (UCT),NA,K,95,NA
The Order of United Commercial Travelers of America (UCT),NA,K,96,NA
The Order of United Commercial Travelers of America (UCT),NA,K,97,NA
The Order of United Commercial Travelers of America (UCT),NA,K,98,NA
The Order of United Commercial Travelers of America (UCT),NA,K,99+,NA
The Order of United Commercial Travelers of America (UCT),NA,L,> 65,NA
The Order of United Commercial Travelers of America (UCT),NA,L,65,NA
The Order of United Commercial Travelers of America (UCT),NA,L,66,NA
The Order of United Commercial Travelers of America (UCT),NA,L,67,NA
The Order of United Commercial Travelers of America (UCT),NA,L,68,NA
The Order of United Commercial Travelers of America (UCT),NA,L,69,NA
The Order of United Commercial Travelers of America (UCT),NA,L,70,NA
The Order of United Commercial Travelers of America (UCT),NA,L,71,NA
The Order of United Commercial Travelers of America (UCT),NA,L,72,NA
The Order of United Commercial Travelers of America (UCT),NA,L,73,NA
The Order of United Commercial Travelers of America (UCT),NA,L,74,NA
The Order of United Commercial Travelers of America (UCT),NA,L,75,NA
The Order of United Commercial Travelers of America (UCT),NA,L,76,NA
The Order of United Commercial Travelers of America (UCT),NA,L,77,NA
The Order of United Commercial Travelers of America (UCT),NA,L,78,NA
The Order of United Commercial Travelers of America (UCT),NA,L,79,NA
The Order of United Commercial Travelers of America (UCT),NA,L,80,NA
The Order of United Commercial Travelers of America (UCT),NA,L,81,NA
The Order of United Commercial Travelers of America (UCT),NA,L,82,NA
The Order of United Commercial Travelers of America (UCT),NA,L,83,NA
The Order of United Commercial Travelers of America (UCT),NA,L,84,NA
The Order of United Commercial Travelers of America (UCT),NA,L,85,NA
The Order of United Commercial Travelers of America (UCT),NA,L,86,NA
The Order of United Commercial Travelers of America (UCT),NA,L,87,NA
The Order of United Commercial Travelers of America (UCT),NA,L,88,NA
The Order of United Commercial Travelers of America (UCT),NA,L,89,NA
The Order of United Commercial Travelers of America (UCT),NA,L,90,NA
The Order of United Commercial Travelers of America (UCT),NA,L,91,NA
The Order of United Commercial Travelers of America (UCT),NA,L,92,NA
The Order of United Commercial Travelers of America (UCT),NA,L,93,NA
The Order of United Commercial Travelers of America (UCT),NA,L,94,NA
The Order of United Commercial Travelers of America (UCT),NA,L,95,NA
The Order of United Commercial Travelers of America (UCT),NA,L,96,NA
The Order of United Commercial Travelers of America (UCT),NA,L,97,NA
The Order of United Commercial Travelers of America (UCT),NA,L,98,NA
The Order of United Commercial Travelers of America (UCT),NA,L,99+,NA
The Order of United Commercial Travelers of America (UCT),NA,M,> 65,NA
The Order of United Commercial Travelers of America (UCT),NA,M,65,NA
The Order of United Commercial Travelers of America (UCT),NA,M,66,NA
The Order of United Commercial Travelers of America (UCT),NA,M,67,NA
